Index,X,Y
87.0,0.258,0.771127611017655
88.0,0.261,0.7987143623512047
89.0,0.264,0.8672383397979075
90.0,0.267,0.5923393336731508
91.0,0.27,0.7442445544461284
92.0,0.273,0.7422922974259721
93.0,0.276,0.8193770818224896
94.0,0.279,0.8963171371655023
95.0,0.28200000000000003,0.7418255845802699
96.0,0.28500000000000003,0.8733369122360266
97.0,0.28800000000000003,0.845887760459599
98.0,0.291,0.7395294732052876
99.0,0.294,0.7755795344058899
100.0,0.297,0.8417694742744186
101.0,0.3,0.8594139371944498
102.0,0.303,0.6616354554606811
103.0,0.306,0.8223268122041519
104.0,0.309,0.7480303071256545
105.0,0.312,0.6543377634629601
106.0,0.315,0.7761603433892877
107.0,0.318,0.8637517325819873
108.0,0.321,0.8738209453861714
109.0,0.324,0.6637699979813559
110.0,0.327,0.7003878637670315
111.0,0.33,0.7176925363765443
112.0,0.333,0.8423541184368399
113.0,0.336,0.7890416967724886
114.0,0.339,0.7602159745640734
115.0,0.342,0.7825895116110833
116.0,0.34500000000000003,0.8197572409181191
117.0,0.34800000000000003,0.9276954678236311
118.0,0.35100000000000003,0.7646587626041167
119.0,0.354,0.7959229414030334
120.0,0.357,0.826854006095458
121.0,0.36,0.8560045704316296
122.0,0.363,0.6452892954050523
123.0,0.366,0.7918724367747749
124.0,0.369,0.7866102251367104
125.0,0.372,0.7811525704627474
126.0,0.375,0.9446041370991274
127.0,0.378,0.6775084538081324
128.0,0.381,0.8342760621557399
129.0,0.384,0.8465369097450793
130.0,0.387,0.7746519251501969
131.0,0.39,0.7064688072817802
132.0,0.393,0.7307332678174571
133.0,0.396,0.8513302245650836
134.0,0.399,0.7321561683114568
135.0,0.402,0.7613651920635284
136.0,0.405,0.7099707710708603
137.0,0.40800000000000003,0.7350122231491661
138.0,0.41100000000000003,0.7595105137461939
139.0,0.41400000000000003,0.7865474909204299
140.0,0.417,0.7600748650499941
141.0,0.42,0.8428463599221925
142.0,0.423,0.7125465731592787
143.0,0.426,0.7785149130470841
144.0,0.429,0.7678998056915828
145.0,0.432,0.7549453724193538
146.0,0.435,0.9030659664404634
147.0,0.438,0.7816207619347387
148.0,0.441,0.7109322681769178
149.0,0.444,0.8129528542501324
150.0,0.447,0.7384934495725604
151.0,0.45,0.7994967005556082
152.0,0.453,0.8258872430952052
153.0,0.456,0.7555650946443151
154.0,0.459,0.6829998944312328
155.0,0.462,0.6548781308150556
156.0,0.465,0.860543093666798
157.0,0.468,0.6701157057472381
158.0,0.47100000000000003,0.7500638783466322
159.0,0.47400000000000003,0.7213580841294771
160.0,0.47700000000000004,0.8596189286388367
161.0,0.48,0.8330033059658637
162.0,0.483,0.709428370459683
163.0,0.486,0.7872946736019389
164.0,0.489,0.7366598020637604
165.0,0.492,0.7028713627330536
166.0,0.495,0.6973816090930444
167.0,0.498,0.6824308868279896
168.0,0.501,0.7184596998204351
169.0,0.504,0.7235240895085604
170.0,0.507,0.7727975379695567
171.0,0.51,0.913195334279729
172.0,0.513,0.7484734357306253
173.0,0.516,0.8022104185820116
174.0,0.519,0.845744397705186
175.0,0.522,0.6420792913928527
176.0,0.525,0.8085754196666941
177.0,0.528,0.7934572209795756
178.0,0.531,0.6434561191198204
179.0,0.534,0.7460876711439376
180.0,0.537,0.7811379625657728
181.0,0.54,0.8846780499430664
182.0,0.543,0.720108026920891
183.0,0.546,0.702164927762728
184.0,0.549,0.8593922849409997
185.0,0.552,0.7152952264470342
186.0,0.555,0.844525621995251
187.0,0.558,0.8107939343341348
188.0,0.561,0.7663628815992585
189.0,0.5640000000000001,0.8409860984762589
190.0,0.5670000000000001,0.7906395177358078
191.0,0.5700000000000001,0.9070518037092653
192.0,0.5730000000000001,0.8146843243242373
193.0,0.5760000000000001,0.8442035665104433
194.0,0.579,0.8268688498618363
195.0,0.582,0.7612269384439824
196.0,0.585,0.8153648762484784
197.0,0.588,0.9085391040856238
198.0,0.591,0.8175875054171453
199.0,0.594,0.8248109422359788
200.0,0.597,0.89392406452376
201.0,0.6,0.7972389770345296
202.0,0.603,0.7266292865197433
203.0,0.606,0.8997810657890095
204.0,0.609,0.8522289012095126
205.0,0.612,0.8248001938000564
206.0,0.615,0.8030005225209789
207.0,0.618,0.8043139640111817
208.0,0.621,0.7511228546841738
209.0,0.624,0.819535253997045
210.0,0.627,0.7690657805866639
211.0,0.63,0.8087582271457402
212.0,0.633,0.738089911262883
213.0,0.636,0.9476907830754828
214.0,0.639,0.746615897395456
215.0,0.642,0.9355227218617836
216.0,0.645,0.8266400453278636
217.0,0.648,0.8627469827547414
218.0,0.651,0.7399160939160365
219.0,0.654,0.7567072996942837
220.0,0.657,0.9008244564214251
221.0,0.66,0.7879580435327359
222.0,0.663,0.7843420962471944
223.0,0.666,0.7564346342515759
224.0,0.669,0.9060092013756851
225.0,0.672,0.8086222532312533
226.0,0.675,0.9018881009059487
227.0,0.678,0.9408562668314671
228.0,0.681,0.7482936571778698
229.0,0.684,0.7084380827307736
230.0,0.687,0.8389458801098544
231.0,0.6900000000000001,0.838243724039848
232.0,0.6930000000000001,0.7896513999107834
233.0,0.6960000000000001,0.8713304100592647
234.0,0.6990000000000001,0.8360229722891279
235.0,0.7020000000000001,0.811795220205617
236.0,0.705,0.7963326667117481
237.0,0.708,0.828230603005839
238.0,0.711,0.913966610807674
239.0,0.714,0.8085982518773752
240.0,0.717,0.7970783687168822
241.0,0.72,0.8097605261601558
242.0,0.723,0.8348664454585821
243.0,0.726,0.795403752258685
244.0,0.729,0.8167420322726905
245.0,0.732,0.861361597506876
246.0,0.735,0.8559625157869868
247.0,0.738,0.8646584713822317
248.0,0.741,0.7764626466137285
249.0,0.744,0.7932793618860687
250.0,0.747,0.7675387260964464
251.0,0.75,0.8566694228468215
252.0,0.753,0.8234148048890283
253.0,0.756,0.8930239649200011
254.0,0.759,0.7363963103327014
255.0,0.762,0.8070484199148825
256.0,0.765,0.7676691395340398
257.0,0.768,0.9804589409753307
258.0,0.771,0.8163509142175839
259.0,0.774,0.8998207116795877
260.0,0.777,0.9176007922821181
261.0,0.78,0.8139362325339755
262.0,0.783,0.907583097192273
263.0,0.786,0.8701767776063469
264.0,0.789,0.8498462158428279
265.0,0.792,0.927882683210489
266.0,0.795,0.8200157555994613
267.0,0.798,0.8921104795840694
268.0,0.801,0.9724097681608862
269.0,0.804,0.9234642002770871
270.0,0.807,0.9492650096685814
271.0,0.81,0.8509069257296541
272.0,0.8130000000000001,0.9975720894869498
273.0,0.8160000000000001,0.9806078495308068
274.0,0.8190000000000001,0.7365500337898855
275.0,0.8220000000000001,0.8884536175831766
276.0,0.8250000000000001,0.8910498501915097
277.0,0.8280000000000001,0.846399605188241
278.0,0.8310000000000001,1.0448065571035903
279.0,0.834,0.7996939263182955
280.0,0.837,0.9315465240950002
281.0,0.84,0.8284848429369804
282.0,0.843,0.9011946070218655
283.0,0.846,0.9267619237412078
284.0,0.849,0.9289659429765169
285.0,0.852,0.860108236284734
286.0,0.855,0.9153689116866136
287.0,0.858,0.9801538537552511
288.0,0.861,0.9182922271943414
289.0,0.864,0.8667892810188178
290.0,0.867,0.9208889764130417
291.0,0.87,0.9255497112094233
292.0,0.873,0.862587220564858
293.0,0.876,0.942992706521626
294.0,0.879,0.8559707654254938
295.0,0.882,0.8796338339876838
296.0,0.885,0.8515981981089805
297.0,0.888,0.9763892786541468
298.0,0.891,0.8383294594711901
299.0,0.894,0.9793320234088365
300.0,0.897,0.9700141482933766
301.0,0.9,0.9951341514767021
302.0,0.903,0.9344331903782663
303.0,0.906,0.9203434677946409
304.0,0.909,1.0324446852384366
305.0,0.912,0.9764886005794988
306.0,0.915,0.9258394015680399
307.0,0.918,1.0542468058319234
308.0,0.921,0.9541945344660436
309.0,0.924,0.9573787759279855
310.0,0.927,0.9183918338572981
311.0,0.93,0.957878228982847
312.0,0.933,0.8398872039895535
313.0,0.936,0.9607339154643457
314.0,0.9390000000000001,0.8940523292621183
315.0,0.9420000000000001,0.8848501472839624
316.0,0.9450000000000001,0.945626664877995
317.0,0.9480000000000001,0.9528924831695259
318.0,0.9510000000000001,0.7946802899122868
319.0,0.9540000000000001,0.9564769709603391
320.0,0.9570000000000001,1.004256737193224
321.0,0.96,0.8677361626647113
322.0,0.963,0.9273096807115859
323.0,0.966,0.9438346269197999
324.0,0.969,0.8609380086813466
325.0,0.972,1.0373573330667758
326.0,0.975,0.8860762404293383
327.0,0.978,1.039028943801446
328.0,0.981,0.9061609115764981
329.0,0.984,1.0279019345519333
330.0,0.987,0.8932068231831699
331.0,0.99,0.8517811488812274
332.0,0.993,0.937921719010007
333.0,0.996,0.9788411845233547
334.0,0.999,0.9524197225081531
335.0,1.002,1.0086251520422496
336.0,1.0050000000000001,0.8116756512693395
337.0,1.008,1.002804689968697
338.0,1.0110000000000001,0.9333933842435502
339.0,1.014,0.9150616429334787
340.0,1.0170000000000001,0.9708223250614573
341.0,1.02,1.0047381881034576
342.0,1.0230000000000001,0.9972663067386205
343.0,1.026,0.9735453224712985
344.0,1.029,0.9542212024333043
345.0,1.032,0.9809810219223654
346.0,1.035,1.0142729044096892
347.0,1.038,0.9523236573798762
348.0,1.041,0.8675409156214926
349.0,1.044,1.085817587330249
350.0,1.047,0.816775824433762
351.0,1.05,0.9937271205041616
352.0,1.053,0.9424467988785172
353.0,1.056,0.9023000695284388
354.0,1.059,0.91357217482813
355.0,1.062,0.8816647848367983
356.0,1.065,0.8212699190973426
357.0,1.068,1.1396244821147223
358.0,1.071,1.0207404808712717
359.0,1.074,1.0084816968839503
360.0,1.077,0.9413712296003818
361.0,1.08,0.9170360452934088
362.0,1.083,1.0445800213392928
363.0,1.086,0.9890124450144557
364.0,1.089,1.1054765721143989
365.0,1.092,0.996245025153582
366.0,1.095,0.9398229692574279
367.0,1.098,0.9991669451139817
368.0,1.101,1.0720199811049917
369.0,1.104,0.9033384655532599
370.0,1.107,0.9092038303925672
371.0,1.11,0.922180427533467
372.0,1.113,1.0085180426474643
373.0,1.116,1.0005211827490672
374.0,1.119,0.9416463468807111
375.0,1.122,0.996036652153792
376.0,1.125,0.9274285075207265
377.0,1.1280000000000001,1.0616878429874592
378.0,1.131,0.9641727980671188
379.0,1.1340000000000001,0.9806252868901616
380.0,1.137,0.9802276773470417
381.0,1.1400000000000001,0.9320671864807883
382.0,1.143,1.0358100711843428
383.0,1.1460000000000001,0.9707494046339715
384.0,1.149,1.0214129723377743
385.0,1.1520000000000001,1.075307979520598
386.0,1.155,0.9767170453145229
387.0,1.158,1.0446381396094946
388.0,1.161,1.0517643407111679
389.0,1.164,0.9895761332652412
390.0,1.167,1.1718170012544011
391.0,1.17,0.9483548606233944
392.0,1.173,0.9605090039678769
393.0,1.176,1.115063450677281
394.0,1.179,0.9986029604832204
395.0,1.182,1.0129904374244183
396.0,1.185,1.104347939073322
397.0,1.188,0.9841447928269328
398.0,1.191,1.004861594128155
399.0,1.194,0.999739425149882
400.0,1.197,0.922949590634925
401.0,1.2,1.1027772501822257
402.0,1.203,0.9410485330924249
403.0,1.206,1.0598180313198164
404.0,1.209,0.9920884801860884
405.0,1.212,0.9045033108497876
406.0,1.215,1.1166452277753616
407.0,1.218,1.0672066042513129
408.0,1.221,0.9946597579306958
409.0,1.224,1.0308743050535882
410.0,1.227,1.1701075447146694
411.0,1.23,1.0521880283669673
412.0,1.233,1.0082797086964248
413.0,1.236,0.9214150882295513
414.0,1.239,1.1072802405666629
415.0,1.242,0.996879942291997
416.0,1.245,0.945006127396929
417.0,1.248,0.9142146416155359
418.0,1.2510000000000001,0.9723464965408487
419.0,1.254,1.0263460272122207
420.0,1.2570000000000001,0.9086800496321255
421.0,1.26,1.0285584226798359
422.0,1.2630000000000001,1.0830808769698623
423.0,1.266,0.9389347699254742
424.0,1.2690000000000001,1.0389607063723965
425.0,1.272,0.8307572905767447
426.0,1.2750000000000001,1.0656582492258677
427.0,1.278,0.9375601202468048
428.0,1.281,0.9432545616907195
429.0,1.284,1.0976613679490648
430.0,1.287,1.0293365780555301
431.0,1.29,0.9650136721461391
432.0,1.293,1.0494044006363823
433.0,1.296,1.0532301663984474
434.0,1.299,0.9934549290373134
435.0,1.302,1.0040582926437867
436.0,1.305,0.9726852436175587
437.0,1.308,0.915749804665133
438.0,1.311,1.1111583121383743
439.0,1.314,0.8967749051340463
440.0,1.317,1.0405257585709584
441.0,1.32,1.0158283937932877
442.0,1.323,1.0752018123756748
443.0,1.326,1.0944701680463
444.0,1.329,1.0689682043383348
445.0,1.332,1.065392108457316
446.0,1.335,1.0198717100224306
447.0,1.338,0.9946189471921807
448.0,1.341,0.9442522309781083
449.0,1.344,0.9260596530235288
450.0,1.347,1.0103772053348345
451.0,1.35,1.0694600706341262
452.0,1.353,0.9617249109489817
453.0,1.356,1.0052525562508245
454.0,1.359,1.185508516532077
455.0,1.362,1.099090395330271
456.0,1.365,0.9575381067123513
457.0,1.368,1.0539188649982492
458.0,1.371,0.9603987547406126
459.0,1.374,0.9230905514422243
460.0,1.377,0.93236355127834
461.0,1.3800000000000001,1.0599904592798377
462.0,1.383,0.8968199664506169
463.0,1.3860000000000001,1.0084611724698624
464.0,1.389,0.9194461462384074
465.0,1.3920000000000001,0.965348470441551
466.0,1.395,0.9918149622696512
467.0,1.3980000000000001,1.0545527933391523
468.0,1.401,0.9320337515044269
469.0,1.4040000000000001,1.012358999694829
470.0,1.407,0.9176917410698942
471.0,1.41,0.981881766496634
472.0,1.413,1.0269276343846634
473.0,1.416,0.8467627275123638
474.0,1.419,0.9165774460316797
475.0,1.422,1.1096277622038984
476.0,1.425,0.9459530610884719
477.0,1.428,1.0515548704446884
478.0,1.431,0.8039998385680689
479.0,1.434,0.8882785690805193
480.0,1.437,0.989406627708179
481.0,1.44,1.0182470329295648
482.0,1.443,1.108581511806975
483.0,1.446,1.0186716367361843
484.0,1.449,0.8931509949528861
485.0,1.452,0.8457742482624667
486.0,1.455,1.0730732948546584
487.0,1.458,0.9313331469370417
488.0,1.461,0.9178532829155368
489.0,1.464,0.9858912926396836
490.0,1.467,0.9007922126963952
491.0,1.47,0.858625385965804
492.0,1.473,0.8684635234605425
493.0,1.476,0.8956591709019311
494.0,1.479,0.8660791436403515
495.0,1.482,0.9738137919727762
496.0,1.485,1.0296627293916245
497.0,1.488,1.0601137066158675
498.0,1.491,0.9331618813512467
499.0,1.494,1.0185509501261127
500.0,1.497,0.8908011028042894
501.0,1.5,0.9108975452212519
502.0,1.5030000000000001,0.830814018362835
503.0,1.506,0.7242164198487158
504.0,1.5090000000000001,0.9623456380773034
505.0,1.512,0.9061469082224042
506.0,1.5150000000000001,0.773096211378934
507.0,1.518,0.9830016719900364
508.0,1.5210000000000001,0.8872520632949322
509.0,1.524,1.0108390888400571
510.0,1.5270000000000001,0.8197142499357547
511.0,1.53,0.9102654738994481
512.0,1.5330000000000001,0.8493179839715078
513.0,1.536,1.051024262035116
514.0,1.539,0.9557516767005156
515.0,1.542,0.811950503459817
516.0,1.545,0.9612273036592509
517.0,1.548,0.7904334152973695
518.0,1.551,0.8436812631170132
519.0,1.554,0.8475947961768273
520.0,1.557,0.7615997487284629
521.0,1.56,0.8613025237769095
522.0,1.563,0.8673773921655729
523.0,1.566,0.7718442016804102
524.0,1.569,0.8179008803609756
525.0,1.572,0.7169417357914374
526.0,1.575,0.758880885004669
527.0,1.578,0.8501468698923548
528.0,1.581,0.8065265506253749
529.0,1.584,0.7724128833806578
530.0,1.587,0.7693056235587057
531.0,1.59,0.8199280379220887
532.0,1.593,0.8157573833333321
533.0,1.596,0.8148676399356435
534.0,1.599,0.7415188630113559
535.0,1.602,0.8640310960055246
536.0,1.605,0.7854598403371038
537.0,1.608,0.7287033657495383
538.0,1.611,0.6668841320343278
539.0,1.614,0.7236024375827527
540.0,1.617,0.6540861526328668
541.0,1.62,0.6401589453332777
542.0,1.623,0.7729062762823573
543.0,1.6260000000000001,0.7488453714721449
544.0,1.629,0.7341478851876304
545.0,1.6320000000000001,0.7828321287434663
546.0,1.635,0.6935431147895389
547.0,1.6380000000000001,0.5820036060809829
548.0,1.641,0.7085767913317523
549.0,1.6440000000000001,0.7305806424929916
550.0,1.647,0.6090648532337591
551.0,1.6500000000000001,0.6129732470905702
552.0,1.653,0.6549495941031732
553.0,1.6560000000000001,0.6357032124422454
554.0,1.659,0.7173701047603928
555.0,1.6620000000000001,0.5612499150742779
556.0,1.665,0.6585750254951226
557.0,1.668,0.6181503698441405
558.0,1.671,0.6339749275953839
559.0,1.674,0.5325982194623239
560.0,1.677,0.49553253587177826
561.0,1.68,0.5272807134554021
562.0,1.683,0.5646754027371059
563.0,1.686,0.6048670671763174
564.0,1.689,0.3567330461136176
565.0,1.692,0.5583996639910601
566.0,1.695,0.4472278633178743
567.0,1.698,0.5107844053941104
568.0,1.701,0.549463780163194
569.0,1.704,0.39901771811064035
570.0,1.707,0.535182965569657
571.0,1.71,0.6017725554160294
572.0,1.713,0.4805414103176818
573.0,1.716,0.4893158610332111
574.0,1.719,0.4881845627623883
575.0,1.722,0.5206491267709196
576.0,1.725,0.46073966909383307
577.0,1.728,0.44996760872000635
578.0,1.731,0.38522879680800803
579.0,1.734,0.37908207025339935
580.0,1.737,0.39362967993324016
581.0,1.74,0.5315661685750327
582.0,1.743,0.36062608915571825
583.0,1.746,0.37943003474018583
584.0,1.749,0.3259656507917037
585.0,1.752,0.3085460731645999
586.0,1.7550000000000001,0.2656332117272093
587.0,1.758,0.4519995872088215
588.0,1.7610000000000001,0.29744143409816265
589.0,1.764,0.32978056648457266
590.0,1.7670000000000001,0.3232633508156292
591.0,1.77,0.2168470463106545
592.0,1.7730000000000001,0.28194153226710417
593.0,1.776,0.3285905889744406
594.0,1.7790000000000001,0.23168373203388887
595.0,1.782,0.13497121256249028
596.0,1.7850000000000001,0.047740488718030494
597.0,1.788,0.24672297400073767
598.0,1.7910000000000001,0.23719375331628445
599.0,1.794,0.22476079632248366
600.0,1.797,0.19321908176776895
601.0,1.8,0.1459373912401558
602.0,1.803,0.30237335563516027
603.0,1.806,0.10464540313345075
604.0,1.809,0.2791848331399029
605.0,1.812,0.12387234587855299
606.0,1.815,0.20135417524642962
607.0,1.818,0.05144613162088213
608.0,1.821,0.1006823546096941
609.0,1.824,0.07449303994336834
610.0,1.827,0.08709703966791112
611.0,1.83,0.12159942096669832
612.0,1.833,0.08133134555572483
613.0,1.836,0.04338620143679867
614.0,1.839,0.20579127595337293
615.0,1.842,-0.17875589658933996
616.0,1.845,0.025611276062763925
617.0,1.848,0.11530430878985382
618.0,1.851,-0.0013062166463469766
619.0,1.854,-0.007464291757446756
620.0,1.857,-0.030428901453305054
621.0,1.86,-0.08280396073594753
622.0,1.863,-0.12076401568653133
623.0,1.866,0.0316005642368841
624.0,1.869,-0.026871190501530084
625.0,1.872,-0.08825978773743229
626.0,1.875,-0.08510966918287069
627.0,1.8780000000000001,-0.10590821864596073
628.0,1.881,-0.11427738839022152
629.0,1.8840000000000001,0.07014150381766553
630.0,1.887,-0.10183035272742431
631.0,1.8900000000000001,-0.11742595889775022
632.0,1.893,-0.18416020528060845
633.0,1.8960000000000001,-0.15191683456731672
634.0,1.899,-0.13464686823305388
635.0,1.9020000000000001,-0.024617712607897274
636.0,1.905,-0.251788965911224
637.0,1.9080000000000001,-0.12624287752345742
638.0,1.911,-0.19360441970954734
639.0,1.9140000000000001,-0.17396500538344178
640.0,1.917,-0.11483621627640063
641.0,1.92,-0.14406541880462753
642.0,1.923,-0.289944209649453
643.0,1.926,-0.3108039955379212
644.0,1.929,-0.3200702498604139
645.0,1.932,-0.1368917543543076
646.0,1.935,-0.22598713209463134
647.0,1.938,-0.2420226808607176
648.0,1.941,-0.30743224842653
649.0,1.944,-0.35456340868731395
650.0,1.947,-0.30450054228177337
651.0,1.95,-0.26997089454149137
652.0,1.953,-0.4171315885277757
653.0,1.956,-0.3881870145383303
654.0,1.959,-0.28315287006829803
655.0,1.962,-0.3558131275108822
656.0,1.965,-0.4891590651806862
657.0,1.968,-0.4646018197121049
658.0,1.971,-0.3473984478136396
659.0,1.974,-0.5050379692962321
660.0,1.977,-0.37681230825996254
661.0,1.98,-0.37708614766337223
662.0,1.983,-0.46869319567665235
663.0,1.986,-0.4043510732362805
664.0,1.989,-0.42450172345984843
665.0,1.992,-0.43904339152143307
666.0,1.995,-0.33514561023206035
667.0,1.998,-0.4973534743766787
668.0,2.001,-0.541872454398031
669.0,2.004,-0.46368896752325306
670.0,2.007,-0.471068922531678
671.0,2.0100000000000002,-0.4137792750112935
672.0,2.013,-0.5328020774076793
673.0,2.016,-0.5124500809508492
674.0,2.019,-0.3552747781255624
675.0,2.0220000000000002,-0.2705185291747278
676.0,2.025,-0.4376848688188744
677.0,2.028,-0.4863171292889682
678.0,2.031,-0.48733279156387593
679.0,2.0340000000000003,-0.40189783492299674
680.0,2.037,-0.5662691372988339
681.0,2.04,-0.5003539168901834
682.0,2.043,-0.5002910630210603
683.0,2.0460000000000003,-0.44737673360901137
684.0,2.049,-0.546260017472046
685.0,2.052,-0.5235249604025639
686.0,2.055,-0.42510618545720663
687.0,2.058,-0.5638826489407219
688.0,2.061,-0.5758258892190521
689.0,2.064,-0.6068491212927648
690.0,2.067,-0.5265731722754186
691.0,2.07,-0.6773443175431824
692.0,2.073,-0.44941871165751096
693.0,2.076,-0.41283895783642316
694.0,2.079,-0.4912792376591504
695.0,2.082,-0.5514573490703311
696.0,2.085,-0.5603589149216951
697.0,2.088,-0.44571777697046405
698.0,2.091,-0.5297061859810823
699.0,2.094,-0.48086970653970007
700.0,2.097,-0.5635028008188022
701.0,2.1,-0.5001483212422566
702.0,2.103,-0.5160559954306512
703.0,2.106,-0.46005009708516553
704.0,2.109,-0.5259220319500109
705.0,2.112,-0.3308886668632003
706.0,2.115,-0.44417422044480825
707.0,2.118,-0.5385695430274853
708.0,2.121,-0.4637727868856979
709.0,2.124,-0.35090658225458665
710.0,2.1270000000000002,-0.34908631567205034
711.0,2.13,-0.3564913101220621
712.0,2.133,-0.41614005288315825
713.0,2.136,-0.32781689816279536
714.0,2.1390000000000002,-0.3050170100479374
715.0,2.142,-0.4856247315833839
716.0,2.145,-0.38088319912418356
717.0,2.148,-0.42331185084251577
718.0,2.1510000000000002,-0.3795310361158647
719.0,2.154,-0.35979450117991146
720.0,2.157,-0.3703663540131672
721.0,2.16,-0.4227539219212304
722.0,2.1630000000000003,-0.30273711889271965
723.0,2.166,-0.41610469866499145
724.0,2.169,-0.3851909361689906
725.0,2.172,-0.19840492003295923
726.0,2.1750000000000003,-0.27341485247761
727.0,2.178,-0.45636268045495665
728.0,2.181,-0.25746314824739314
729.0,2.184,-0.29172382874403724
730.0,2.187,-0.3932256435572209
731.0,2.19,-0.2678218616230124
732.0,2.193,-0.19852893631790391
733.0,2.196,-0.3936952148535873
734.0,2.199,-0.19899734051899715
735.0,2.202,-0.29634302535462154
736.0,2.205,-0.23487810417395058
737.0,2.208,-0.25396832695880206
738.0,2.211,-0.12973875883099842
739.0,2.214,-0.16433615009334124
740.0,2.217,-0.12394280832022941
741.0,2.22,-0.15493845355803523
742.0,2.223,-0.19106864451556432
743.0,2.226,-0.10472439372820888
744.0,2.229,-0.05339244271047057
745.0,2.232,-0.11061978024941051
746.0,2.235,-0.14493155791137569
747.0,2.238,-0.1337660415766276
748.0,2.241,-0.10314219047422672
749.0,2.244,-0.05902487975137292
750.0,2.247,-0.003974387584681688
751.0,2.25,-0.07049811817112914
752.0,2.253,-0.003330892631606649
753.0,2.2560000000000002,0.0152328322578025
754.0,2.259,-0.029343243833610946
755.0,2.262,0.006450707006337705
756.0,2.265,-0.0032220781636687866
757.0,2.2680000000000002,-0.016317961406635738
758.0,2.271,-0.04506412649909383
759.0,2.274,0.12749535952082686
760.0,2.277,0.020469579740905262
761.0,2.2800000000000002,0.07631349314998175
762.0,2.283,0.0845287762021969
763.0,2.286,0.08975284926512753
764.0,2.289,0.19920248376053987
765.0,2.2920000000000003,0.08403920906064595
766.0,2.295,0.2116395790197491
767.0,2.298,0.08273937861179369
768.0,2.301,0.06619708134480325
769.0,2.3040000000000003,0.2708526363532167
770.0,2.307,0.07255115458956735
771.0,2.31,0.11405566653666384
772.0,2.313,0.2171706529632556
773.0,2.316,0.20964601731891902
774.0,2.319,0.08571902790702667
775.0,2.322,0.13116522331650698
776.0,2.325,0.3319147080843717
777.0,2.328,0.21094094788325687
778.0,2.331,0.22513996508548423
779.0,2.334,0.21360448006213612
780.0,2.337,0.2852960789815823
781.0,2.34,0.21478550168520172
782.0,2.343,0.2754085119547522
783.0,2.346,0.2804076762418611
784.0,2.349,0.19149984569357836
785.0,2.352,0.22907794826050742
786.0,2.355,0.29152880069198217
787.0,2.358,0.3559966763001046
